archaeological_layer.archstratigraphy_idarchstrat;assemblage.locality_idlocality;assemblage.name;assemblage.lithic_piece_count;locality.x;locality.y;query_age_min;query_age_max;age_comments
Early MSA;Hoedjiespunt 1;Hoedjiespunt 1 AH II Archaeological Assemblage;574;17.9596528;-33.028567;107000;127000;MIS 5 is inferred from geological and environmental indicators as well as the absolute dates.;
Early MSA;Hoedjiespunt 1;Hoedjiespunt 1 AH III Archaeological Assemblage;241;17.9596528;-33.028567;107000;127000;MIS 5 is inferred from geological and environmental indicators as well as the absolute dates.;
Late MSA;Holley Rock Shelter;Holley Rock Shelter Inch 0-6 Archaeological Assemblage;388;30.539383;-29.464347;30000;50000;;
Post-Howiesonspoort;Holley Rock Shelter;Holley Rock Shelter Inch 12-18 Archaeological Assemblage;378;30.539383;-29.464347;30000;58000;;
Post-Howiesonspoort;Holley Rock Shelter;Holley Rock Shelter Inch 18-24 Archaeological Assemblage;256;30.539383;-29.464347;30000;58000;;
Post-Howiesonspoort;Holley Rock Shelter;Holley Rock Shelter Inch 24-30 Archaeological Assemblage;290;30.539383;-29.464347;30000;58000;;
Post-Howiesonspoort;Holley Rock Shelter;Holley Rock Shelter Inch 30-36 Archaeological Assemblage;50;30.539383;-29.464347;30000;58000;;
Post-Howiesonspoort;Holley Rock Shelter;Holley Rock Shelter Inch 36-42 Archaeological Assemblage;37;30.539383;-29.464347;30000;58000;;
Post-Howiesonspoort;Holley Rock Shelter;Holley Rock Shelter Inch 6-12 Archaeological Assemblage;581;30.539383;-29.464347;30000;58000;;
Still Bay;Hollow Rock Shelter;Hollow Rock Shelter Unit IA Archaeological Assemblage;;19.0792833;-32.084;41000;93000;preliminary results of OSL datings from samples within depth of 20cm (Hoegberg+Larsson 2011, table 1);
Still Bay;Hollow Rock Shelter;Hollow Rock Shelter Unit IB Archaeological Assemblage;;19.0792833;-32.084;41000;93000;preliminary results of OSL datings from samples within depth of 20cm (Hoegberg+Larsson 2011, table 1);
Still Bay;Hollow Rock Shelter;Hollow Rock Shelter Unit IIA Archaeological Assemblage;;19.0792833;-32.084;41000;93000;preliminary results of OSL datings from samples within depth of 20cm (Hoegberg+Larsson 2011, table 1);
Still Bay;Hollow Rock Shelter;Hollow Rock Shelter Unit IIB Archaeological Assemblage;;19.0792833;-32.084;41000;93000;preliminary results of OSL datings from samples within depth of 20cm (Hoegberg+Larsson 2011, table 1);
Still Bay;Hollow Rock Shelter;Hollow Rock Shelter Unit IIIA Archaeological Assemblage;;19.0792833;-32.084;41000;93000;preliminary results of OSL datings from samples within depth of 20cm (Hoegberg+Larsson 2011, table 1);
Still Bay;Hollow Rock Shelter;Hollow Rock Shelter Unit IIIB Archaeological Assemblage;;19.0792833;-32.084;41000;93000;preliminary results of OSL datings from samples within depth of 20cm (Hoegberg+Larsson 2011, table 1);
Howiesonspoort;Howiesons Poort;1927/28 Shelter Inventar;2335;26.483237;-33.383395;58000;66000;site has no LSA components, only MSA recognized, dating based on HP;
Howiesonspoort;Howiesons Poort;Layer 1 Inventar;2294;26.483237;-33.383395;58000;66000;site has no LSA components, only MSA recognized, dating based on HP;
Howiesonspoort;Howiesons Poort;Layer 2 Inventar;392;26.483237;-33.383395;58000;66000;;
Howiesonspoort;Howiesons Poort;Layer 3 Inventar;557;26.483237;-33.383395;58000;66000;;
Howiesonspoort;Howiesons Poort;Layer 4 Inventar;4219;26.483237;-33.383395;58000;66000;;
Howiesonspoort;Howiesons Poort;Layer 5 Inventar;85;26.483237;-33.383395;58000;66000;;
Middle Paleolithic - Africa;Ifri n Ammar;Ifri n Ammar Lower OI Enl. 54-63 Archaeological Assemblage;798;-3.0923;34.7846;127000;195000;;
Middle Paleolithic - Africa;Ifri n Ammar;Ifri n Ammar Lower OI Enl. 54-63 Archaeological Assemblage;798;-3.0923;34.7846;147000;195000;2 sigma as reported on page 335;
Middle Paleolithic - Africa;Ifri n Ammar;Ifri n Ammar Lower OS Enl. 35-42 Archaeological Assemblage;733;-3.0923;34.7846;71000;146000;;
Middle Paleolithic - Africa;Ifri n Ammar;Ifri n Ammar Lower OS Enl. 35-42 Archaeological Assemblage;733;-3.0923;34.7846;114000;146000;2 sigma as reported on page 335;
Middle Paleolithic - Africa;Ifri n Ammar;Ifri n Ammar Lower OS Enl. 35-42 Archaeological Assemblage;733;-3.0923;34.7846;114000;163000;;
Middle Paleolithic - Africa;Ifri n Ammar;Ifri n Ammar Occupation Intermediaire Enl. 43-49 Archaeological Assemblage;72;-3.0923;34.7846;114000;163000;;
Middle Paleolithic - Africa;Ifri n Ammar;Ifri n Ammar Occupation Intermediaire Enl. 43-49 Archaeological Assemblage;72;-3.0923;34.7846;127000;163000;2 sigma as reported on page 335;
Middle Paleolithic - Africa;Ifri n Ammar;Ifri n Ammar Upper OI Enl. 50-53 Archaeological Assemblage;46;-3.0923;34.7846;127000;195000;;
Aterian;Ifri n Ammar;Ifri n Ammar Upper OS Enl. 26-34 Archaeological Assemblage;4546;-3.0923;34.7846;40000;95000;;
Aterian;Ifri n Ammar;Ifri n Ammar Upper OS Enl. 26-34 Archaeological Assemblage;4546;-3.0923;34.7846;71000;95000;2 sigma as reported on page 335;
MSA;Iramba;Ir 10a;8;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 10b;7;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 11;28;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 3/1a;55;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 3/1b;662;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 3/1c;652;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 3/2;33;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 3/3;131;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 3/4;215;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 3/Ba. 4;12;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 4;13;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 5;88;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 5-6;7;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 5/Ba. 7;7;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 8;9;34.400569;-4.24833;30000;300000;;
MSA;Iramba;Ir 9;21;34.400569;-4.24833;30000;300000;;
Late Acheulean - Africa;Isenya;Isenya Unit 1.2 Horizon V Arch. Assemblage;1073;36.843089;-1.673774;300000;800000;The occurrence of Hipparion shows that it should not be placed very high in the Middle Pleistocene, but it is hard to be more assertive (Geraads et al 2004);
Late Acheulean - Africa;Isenya;Isenya Unit 1.2 Horizon VI Arch. Assemblage;6394;36.843089;-1.673774;300000;800000;The occurrence of Hipparion shows that it should not be placed very high in the Middle Pleistocene, but it is hard to be more assertive (Geraads et al 2004);
Acheulean - Africa;Isimila Prehistoric Site;Isimila Prehistoric Site Sands 1a Archaeological Assemblage;1134;35.6033333;-7.8966667;200000;300000;arch_strat: Sangoan;
Sangoan;Isimila Prehistoric Site;Isimila Prehistoric Site Sands 1a prime Archaeological Assemblage;;35.6033333;-7.8966667;200000;300000;arch_strat: Sangoan;
Acheulean - Africa;Isimila Prehistoric Site;Isimila Prehistoric Site Sands 1b Archaeological Assemblage;1827;35.6033333;-7.8966667;200000;300000;arch_strat: Sangoan;
Acheulean - Africa;Isimila Prehistoric Site;Isimila Prehistoric Site Sands 2 Archaeological Assemblage;341;35.6033333;-7.8966667;200000;300000;arch_strat: Sangoan;
Acheulean - Africa;Isimila Prehistoric Site;Isimila Prehistoric Site Sands 3 Archaeological Assemblage;2516;35.6033333;-7.8966667;300000;330000;arch_strat: Acheulean - Africa;
Acheulean - Africa;Isimila Prehistoric Site;Isimila Prehistoric Site Sands 4 Archaeological Assemblage;;35.6033333;-7.8966667;220000;330000;arch_strat: Acheulean - Africa;
Acheulean - Africa;Isimila Prehistoric Site;Isimila Prehistoric Site Sands 5 Archaeological Assemblage;;35.6033333;-7.8966667;220000;1800000;arch_strat: Acheulean - Africa;
MSA;Issanzu;Issanzu III Bachlauf;264;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu III Cave 9 Layer I;86;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu III Cave 9 Layer II;232;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu III Erosionsgebiet;2579;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu III Lager Mkalama;9;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu III nahe Lager;31;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu IV Blockwand;33;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu IV Cave 11;249;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu IV Cave 12;82;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu IV Felshügel;60;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu IV Hochtal;915;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu IV Kinyamburi;15;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu IV Lager Mkalama;19;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu IV Sakuli;218;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu IV Sumpf;38;34.669361;-4.10332;30000;300000;;
MSA;Issanzu;Issanzu IV Südwand;7;34.669361;-4.10332;30000;300000;;
Aterian;Jebel Gharbi_Shakshuk;Jebel Gharbi_Shakshuk E1 Aterian Collection;-1;11.95;32;16690;150000;arch_strat: iberomaurusian, LSA, Aterian;
LSA;Jebel Gharbi_Shakshuk;Jebel Gharbi_Shakshuk E1 LSA Collection;-1;11.95;32;16690;150000;arch_strat: iberomaurusian, LSA, Aterian;
Middle Paleolithic - Africa;Jebel Irhoud;Jebel Irhoud Exc. 1967/69 Unit 18 Arch. Assemblage;217;-8.872506;31.854981;281000;349000;Units 13-19 (Exc. 1967/69) correspond roughly with Layer 7 of the recent excavation (2004-) with new absolute TL dates ranging between 281-349ka, a recalculation of an old U-Series/ESR date of fossil Irhoud 3 based on actual dose rates gives an age of 286+/-32ka, see Richter et al. 2017;
Middle Paleolithic - Africa;Jebel Irhoud;Jebel Irhoud Exc. 2004 Layer 4 Arch. Assemblage;14;-8.872506;31.854981;238000;334000;;
Middle Paleolithic - Africa;Jebel Irhoud;Jebel Irhoud Exc. 2004 Layer 5 Arch. Assemblage;49;-8.872506;31.854981;265000;334000;;
Middle Paleolithic - Africa;Jebel Irhoud;Jebel Irhoud Exc. 2004 Layer 6 Arch. Assemblage;122;-8.872506;31.854981;270000;334000;weighted average age;
Middle Paleolithic - Africa;Jebel Irhoud;Jebel Irhoud Exc. 2004 Layer 7 Arch. Assemblage;135;-8.872506;31.854981;281000;349000;weighted average age of six TL dates;
MSA;Kabwe;Archeology;-1;28.4333333;-14.45;125000;;;
Late Acheulean - Africa;Kalambo Falls Site A;Kalambo Falls A1 Aggregate over Horizon V Arch. Assemblage;143;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Late Acheulean - Africa;Kalambo Falls Site A;Kalambo Falls A1 Aggregate under Horizon V Arch. Assemblage;128;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Late Acheulean - Africa;Kalambo Falls Site A;Kalambo Falls A1 Occupation Surface IV Arch. Assemblage;506;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Late Acheulean - Africa;Kalambo Falls Site A;Kalambo Falls A1 Occupation Surface V Arch. Assemblage;895;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Late Acheulean - Africa;Kalambo Falls Site A;Kalambo Falls A1 Occupation Surface VI Arch. Assemblage;385;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Late Acheulean - Africa;Kalambo Falls Site A;Kalambo Falls A1 Occupation Surface Vb Arch. Assemblage;267;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Sangoan;Kalambo Falls Site A;Kalambo Falls A1 Sands over Horizon IV Arch. Assemblage;78;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Lupemban;Kalambo Falls Site A;Kalambo Falls A4 Red Rubble Bed Pit 2 Arch. Assemblage;761;31.2432361;-8.5955944;22900;176000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Lupemban;Kalambo Falls Site A;Kalambo Falls A4 Red Rubble Bed Pit 3 Arch. Assemblage;625;31.2432361;-8.5955944;22900;176000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Lupemban;Kalambo Falls Site A;Kalambo Falls A4 Rubble IIa Arch. Assemblage;967;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Lupemban;Kalambo Falls Site A;Kalambo Falls A4 Rubble IIb Arch. Assemblage;570;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
MSA;Kalambo Falls Site A;Kalambo Falls A5 Bed 11 Arch. Assemblage;1611;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Sangoan;Kalambo Falls Site A;Kalambo Falls River Face Trench A4 Bed 29 Arch. Assemblage;2050;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Late Acheulean - Africa;Kalambo Falls Site A;Kalambo Falls River Face Trench A5 Composite Horizon Arch. Assemblage;2376;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Late Acheulean - Africa;Kalambo Falls Site A;Kalambo Falls River Face Trench A5 Lower Horizon Arch. Assemblage;210;31.2432361;-8.5955944;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Acheulean - Africa;Kalambo Falls Site B;Kalambo Falls B1 Occupation Surface V Arch. Assemblage;1840;31.2441389;-8.5945833;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Acheulean - Africa;Kalambo Falls Site B;Kalambo Falls B1 Occupation Surface VI Arch. Assemblage;333;31.2441389;-8.5945833;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Lupemban;Kalambo Falls Site B;Kalambo Falls B2 Aggregate between Rubble Ia+b Arch. Assemblage;11350;31.2441389;-8.5945833;22900;176000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Sangoan;Kalambo Falls Site B;Kalambo Falls B2 Channel Deposit Horizon IV Arch. Assemblage;2804;31.2441389;-8.5945833;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Sangoan;Kalambo Falls Site B;Kalambo Falls B2 Channel Deposit over Horizon IV Arch. Assemblage;4371;31.2441389;-8.5945833;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
Sangoan;Kalambo Falls Site B;Kalambo Falls B2 Channel Deposit under Horizon IV Arch. Assemblage;5306;31.2441389;-8.5945833;290000;558000;the original dates for the geological Members at Kalambo Falls (e.g. Clark 1969, 2001) seem not that reliable, therefore the newer time estimates based on OSL dating of the recently excavated site Kalambo Falls Site C North are used (see Barham et al. 2015);
